anime_id,mean_rating,count,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
10790,7.631043256997455,1179,Kore wa Zombie Desu ka? of the Dead,7.56,"Action, Harem, Comedy, Supernatural, Magic, Ecchi",Is this A Zombie? of the Dead,これはゾンビですか? OF THE DEAD,TV,10,"Apr 5, 2012 to Jun 7, 2012",Spring 2012,"Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG",Funimation,Studio Deen,Light novel,24 min. per ep.,R - 17+ (violence & profanity),1392.0,432,322201,761,9476,258146,5692,5333,43554,16933.0,28307.0,55684.0,51729.0,21226.0,8567.0,3108.0,1197.0,582.0,426.0
10793,7.603351955307263,2327,Guilty Crown,7.52,"Action, Sci-Fi, Super Power, Drama, Romance, Mecha",Guilty Crown,ギルティクラウン,TV,22,"Oct 14, 2011 to Mar 23, 2012",Fall 2011,"Aniplex, Dentsu, Movic, Fuji TV, Fujipacific Music",Funimation,Production I.G,Original,24 min. per ep.,R - 17+ (violence & profanity),1517.0,75,950798,17500,46199,620576,32033,48643,203347,66713.0,82936.0,122786.0,114213.0,59306.0,30313.0,18470.0,8469.0,4345.0,3427.0
10863,8.310228802153432,1486,Steins;Gate: Oukoubakko no Poriomania,8.34,"Sci-Fi, Comedy, Thriller",Steins;Gate:Egoistic Poriomania,シュタインズ ゲート 横行跋扈のポリオマニア,Special,1,"Feb 22, 2012",Unknown,Frontier Works,Funimation,White Fox,Visual novel,24 min.,PG-13 - Teens 13 or older,196.0,397,338678,793,3932,287633,1383,691,45039,44145.0,58967.0,63337.0,32025.0,9938.0,3777.0,1113.0,437.0,233.0,433.0
11013,7.579036348267118,1183,Inu x Boku SS,7.46,"Comedy, Supernatural, Romance, Shounen",Inu X Boku Secret Service,妖狐×僕SS,TV,12,"Jan 13, 2012 to Mar 30, 2012",Winter 2012,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic",Sentai Filmworks,David Production,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1693.0,331,404817,3326,19538,256591,13704,16089,98895,19439.0,27393.0,49251.0,54510.0,26183.0,12394.0,4288.0,1525.0,751.0,500.0
11061,9.156049593843523,2339,Hunter x Hunter (2011),9.1,"Action, Adventure, Fantasy, Shounen, Super Power",Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,TV,148,"Oct 2, 2011 to Sep 24, 2014",Fall 2011,"VAP, Nippon Television Network, Shueisha",VIZ Media,Madhouse,Manga,23 min. per ep.,PG-13 - Teens 13 or older,6.0,12,1673924,147274,227277,1094486,79587,31652,240922,454000.0,304741.0,167331.0,65085.0,18241.0,7789.0,2780.0,1243.0,1054.0,4602.0
11111,7.600737100737101,3256,Another,7.55,"Mystery, Horror, Supernatural, Thriller, School",Another,アナザー,TV,12,"Jan 10, 2012 to Mar 27, 2012",Winter 2012,"Lantis, Kadokawa Shoten, Toho, KlockWorx, Bandai Namco Live Creative, NTT Docomo",Sentai Filmworks,P.A. Works,Light novel,24 min. per ep.,R - 17+ (violence & profanity),1411.0,45,1219780,15629,40503,925862,23357,29426,200632,78086.0,127269.0,201228.0,178654.0,83228.0,37792.0,18429.0,8275.0,4057.0,2625.0
11319,7.509009009009009,1110,Zero no Tsukaima F,7.52,"Adventure, Magic, Romance, Ecchi, Fantasy",The Familiar of Zero F,ゼロの使い魔F,TV,12,"Jan 7, 2012 to Mar 24, 2012",Winter 2012,"Cospa, Showgate",Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1508.0,412,333447,1201,8432,273812,4920,5188,41095,24679.0,29191.0,49566.0,50276.0,23797.0,11160.0,4937.0,2162.0,1118.0,842.0
11433,7.578743961352657,1035,Ano Natsu de Matteru,7.49,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",Waiting in the Summer,あの夏で待ってる,TV,12,"Jan 10, 2012 to Mar 27, 2012",Winter 2012,"Geneon Universal Entertainment, Genco, AT-X, Bushiroad, Showgate",Sentai Filmworks,J.C.Staff,Original,23 min. per ep.,PG-13 - Teens 13 or older,1605.0,455,306842,1926,12159,186825,7793,9060,91005,13204.0,22894.0,41043.0,39726.0,18715.0,8751.0,3276.0,1192.0,573.0,446.0
11499,7.423905943827564,1531,Sankarea,7.36,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",Sankarea:Undying Love,さんかれあ,TV,12,"Apr 6, 2012 to Jun 29, 2012",Spring 2012,"Lantis, Pony Canyon, TBS, Kodansha, BS-TBS",Funimation,Studio Deen,Manga,24 min. per ep.,R+ - Mild Nudity,2074.0,270,464331,2084,20674,318184,11871,12839,100763,16801.0,30159.0,67381.0,75768.0,34406.0,13661.0,4996.0,1816.0,796.0,580.0
11577,8.48361204013378,1495,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.5,"Sci-Fi, Drama",Steins;Gate:The Movie − Load Region of Déjà Vu,劇場版 シュタインズゲート 負荷領域のデジャヴ,Movie,1,"Apr 20, 2013",Unknown,"Frontier Works, Media Factory, Movic, AT-X, Kadokawa Pictures Japan, MAGES.",Funimation,White Fox,Visual novel,1 hr. 30 min.,PG-13 - Teens 13 or older,106.0,288,446967,2275,6960,339621,2546,1018,96822,63370.0,83098.0,69984.0,32171.0,10369.0,3911.0,1604.0,628.0,310.0,690.0
11597,8.17628705148206,1923,Nisemonogatari,8.18,"Mystery, Comedy, Supernatural, Ecchi",Nisemonogatari,偽物語,TV,11,"Jan 8, 2012 to Mar 18, 2012",Winter 2012,"Aniplex, Kodansha, Rakuonsha",Aniplex of America,Shaft,Light novel,24 min. per ep.,R - 17+ (violence & profanity),325.0,195,572431,3688,21394,428713,9910,5869,106545,51159.0,90340.0,115252.0,56258.0,16995.0,6096.0,2750.0,1160.0,649.0,885.0
11617,7.444779494911421,2653,High School DxD,7.4,"Comedy, Demons, Ecchi, Harem, Romance, School",High School DxD,ハイスクールD×D,TV,12,"Jan 6, 2012 to Mar 23, 2012",Winter 2012,"Genco, Lantis, AT-X, PRA, Showgate, Atelier Musa, Fujimi Shobo",Funimation,TNK,Light novel,24 min. per ep.,R+ - Mild Nudity,1900.0,68,995532,19056,34261,812823,14742,34031,99675,87910.0,82117.0,145439.0,156995.0,79715.0,40640.0,19964.0,10299.0,6324.0,6030.0
11633,7.3907473309608545,1405,Blood Lad,7.33,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",Blood Lad,ブラッドラッド,TV,10,"Jul 8, 2013 to Sep 9, 2013",Summer 2013,"Kadokawa Shoten, KlockWorx, flying DOG",VIZ Media,Brain's Base,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2207.0,217,535363,1963,23487,377208,14739,18724,101205,18550.0,35178.0,77448.0,88161.0,40513.0,17985.0,6030.0,2211.0,888.0,603.0
11741,8.685815289438798,2263,Fate/Zero 2nd Season,8.59,"Action, Supernatural, Magic, Fantasy",Fate/Zero Season 2,フェイト/ゼロ 2ndシーズン,TV,12,"Apr 8, 2012 to Jun 24, 2012",Spring 2012,"Aniplex, Nitroplus, Seikaisha, Notes",Aniplex of America,ufotable,Light novel,24 min. per ep.,R - 17+ (violence & profanity),71.0,105,808294,17197,21363,649100,8229,4724,124878,124803.0,170594.0,135577.0,56627.0,15476.0,5336.0,1995.0,732.0,424.0,974.0
11757,7.395997574287447,4947,Sword Art Online,7.25,"Action, Game, Adventure, Romance, Fantasy",Sword Art Online,ソードアート・オンライン,TV,25,"Jul 8, 2012 to Dec 23, 2012",Summer 2012,"Aniplex, Genco, DAX Production, ASCII Media Works, Bandai Namco Games",Aniplex of America,A-1 Pictures,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,2584.0,4,2214395,66342,80304,1907261,25632,90661,110537,241049.0,236672.0,305386.0,303813.0,188431.0,124819.0,81155.0,44204.0,25371.0,23472.0
11759,7.345686900958467,1565,Accel World,7.32,"Action, Game, Sci-Fi, Romance, School",Accel World,アクセル・ワールド,TV,24,"Apr 7, 2012 to Sep 22, 2012",Spring 2012,"Genco, Rakuonsha, Warner Bros. Japan, flying DOG, ASCII Media Works",VIZ Media,Sunrise,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2228.0,178,598685,4155,27225,405638,20525,38761,106536,25723.0,47050.0,85029.0,86155.0,43165.0,22574.0,11425.0,5204.0,2878.0,2391.0
11771,8.22822210901681,1963,Kuroko no Basket,8.15,"Comedy, School, Shounen, Sports",Kuroko's Basketball,黒子のバスケ,TV,25,"Apr 8, 2012 to Sep 22, 2012",Spring 2012,"Bandai Visual, Lantis, Nihon Ad Systems, Mainichi Broadcasting System, Banpresto, Shueisha, BS11",Unknown,Production I.G,Manga,24 min. per ep.,PG-13 - Teens 13 or older,367.0,104,810207,18955,44424,609160,23011,21160,112452,76708.0,113813.0,153413.0,91729.0,28315.0,10651.0,3343.0,1257.0,603.0,820.0
11843,8.29245283018868,1696,Danshi Koukousei no Nichijou,8.28,"Slice of Life, Comedy, School",Daily Lives of High School Boys,男子高校生の日常,TV,12,"Jan 10, 2012 to Mar 27, 2012",Winter 2012,"TV Tokyo, Square Enix, Trinity Sound, Happinet Pictures","NIS America, Inc.",Sunrise,Web manga,24 min. per ep.,PG-13 - Teens 13 or older,238.0,180,593890,11564,36701,364587,25786,16289,150527,56942.0,81280.0,92690.0,49920.0,16104.0,6255.0,2062.0,815.0,367.0,394.0
11887,7.908163265306122,1764,Kokoro Connect,7.82,"Slice of Life, Comedy, Supernatural, Drama, Romance, School",Kokoro Connect,ココロコネクト,TV,13,"Jul 8, 2012 to Sep 30, 2012",Summer 2012,"Starchild Records, Enterbrain",Sentai Filmworks,SILVER LINK.,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,793.0,161,632426,7259,28159,398032,17162,16625,172448,32254.0,66550.0,107929.0,74368.0,27273.0,11293.0,4380.0,1558.0,750.0,705.0
12189,8.194132029339853,2045,Hyouka,8.14,"Mystery, School, Slice of Life",Hyouka,氷菓,TV,22,"Apr 23, 2012 to Sep 17, 2012",Spring 2012,"Lantis, Kadokawa Shoten, KlockWorx, chara-ani.com, Animation Do",Funimation,Kyoto Animation,Novel,25 min. per ep.,PG-13 - Teens 13 or older,374.0,81,940736,21242,71917,513461,49882,36279,269197,64394.0,111583.0,140263.0,79288.0,28273.0,12102.0,4337.0,1434.0,773.0,805.0
12355,8.645622394282311,1679,Ookami Kodomo no Ame to Yuki,8.64,"Fantasy, Slice of Life",Wolf Children,おおかみこどもの雨と雪,Movie,1,"Jul 21, 2012",Unknown,"Madhouse, VAP, Dentsu, Yomiuri Telecasting, Kadokawa Shoten, Toho, Hiroshima Television",Funimation,Studio Chizu,Original,1 hr. 57 min.,PG - Children,56.0,170,616049,10216,11338,448228,3366,1277,151840,99065.0,111968.0,87282.0,37287.0,10678.0,3775.0,1483.0,657.0,306.0,758.0
12445,7.836575875486381,1028,Tasogare Otome x Amnesia,7.86,"Horror, Mystery, Romance, School, Shounen, Supernatural",Dusk Maiden of Amnesia,黄昏乙女×アムネジア,TV,12,"Apr 9, 2012 to Jun 25, 2012",Spring 2012,"Square Enix, Media Factory",Sentai Filmworks,SILVER LINK.,Manga,23 min. per ep.,R - 17+ (violence & profanity),729.0,436,316252,4053,15615,186375,9195,8603,96464,20664.0,28928.0,45473.0,34006.0,13406.0,5506.0,2189.0,786.0,363.0,314.0
12549,6.694151486097795,1043,"Dakara Boku wa, H ga Dekinai.",6.64,"Comedy, Supernatural, Romance, Ecchi","So, I Can't Play H!",だから僕は、Hができない。,TV,12,"Jul 6, 2012 to Sep 25, 2012",Summer 2012,"Geneon Universal Entertainment, Sotsu, Lantis, AT-X, KlockWorx, Fujimi Shobo",Sentai Filmworks,feel.,Light novel,25 min. per ep.,R+ - Mild Nudity,5177.0,414,332158,825,16228,229141,9338,18247,59204,9662.0,12843.0,28315.0,48553.0,36340.0,21051.0,10200.0,4675.0,2566.0,1582.0
13125,8.504058441558442,1232,Shinsekai yori,8.35,"Drama, Horror, Mystery, Psychological, Sci-Fi, Supernatural",From the New World,新世界より,TV,25,"Sep 29, 2012 to Mar 23, 2013",Fall 2012,"Aniplex, TV Asahi, Pony Canyon",Sentai Filmworks,A-1 Pictures,Novel,22 min. per ep.,R - 17+ (violence & profanity),187.0,168,619318,20535,43978,255272,30178,26968,262922,56953.0,64171.0,53956.0,29407.0,12975.0,6878.0,3978.0,1772.0,1021.0,1257.0
13601,8.508835341365462,2490,Psycho-Pass,8.38,"Action, Sci-Fi, Police, Psychological",Psycho-Pass,サイコパス,TV,22,"Oct 12, 2012 to Mar 22, 2013",Fall 2012,"Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, Kyoraku Industrial Holdings",Funimation,Production I.G,Original,23 min. per ep.,R - 17+ (violence & profanity),168.0,45,1211503,34920,81722,720340,53768,36300,319373,105451.0,185984.0,181642.0,85970.0,27541.0,11564.0,4209.0,1510.0,680.0,1063.0
13659,7.211870255348516,1449,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,7.05,"Comedy, Romance, Slice of Life",Oreimo 2,俺の妹がこんなに可愛いわけがない。,TV,13,"Apr 7, 2013 to Jun 30, 2013",Spring 2013,Aniplex,Aniplex of America,A-1 Pictures,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3434.0,373,359102,1238,10649,288292,5159,8422,46580,15494.0,27227.0,52157.0,58000.0,31634.0,15924.0,10004.0,4666.0,2989.0,3193.0
13759,8.27214377406932,2337,Sakura-sou no Pet na Kanojo,8.19,"Slice of Life, Comedy, Drama, Romance, School",The Pet Girl of Sakurasou,さくら荘のペットな彼女,TV,24,"Oct 9, 2012 to Mar 26, 2013",Fall 2012,"Frontier Works, Genco, Media Factory, Animax, Mainichi Broadcasting System, ASCII Media Works, Sony Music Communications",Sentai Filmworks,J.C.Staff,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,322.0,83,920871,25403,47924,643241,26815,24661,178230,94501.0,134471.0,152935.0,89893.0,32729.0,14012.0,5481.0,2131.0,1012.0,1082.0
14075,8.0438946528332,1253,Zetsuen no Tempest,7.99,"Action, Mystery, Psychological, Drama, Magic, Fantasy, Shounen",Blast of Tempest,絶園のテンペスト,TV,24,"Oct 5, 2012 to Mar 29, 2013",Fall 2012,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System, Yahoo! Japan",Aniplex of America,Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,549.0,247,482114,6309,28272,269385,20396,18759,145302,29959.0,50291.0,67471.0,44822.0,17207.0,7502.0,2980.0,1057.0,499.0,413.0
14227,7.631627056672761,2188,Tonari no Kaibutsu-kun,7.55,"Slice of Life, Comedy, Romance, School, Shoujo",My Little Monster,となりの怪物くん,TV,13,"Oct 2, 2012 to Dec 25, 2012",Fall 2012,"TV Tokyo, Aniplex, Nihon Ad Systems, Kodansha","NIS America, Inc.",Brain's Base,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1417.0,111,762563,5392,33513,571939,18697,17377,121037,35692.0,65560.0,129468.0,128525.0,51421.0,19854.0,6168.0,2017.0,876.0,709.0
14289,7.538085255066387,1431,Sukitte Ii na yo.,7.49,"Drama, Romance, School, Shoujo","Say ""I Love You"".",好きっていいなよ。,TV,13,"Oct 7, 2012 to Dec 30, 2012",Fall 2012,"Starchild Records, Kodansha, Magic Capsule, Yomiuri Advertising, GANSIS",Sentai Filmworks,Zexcs,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1613.0,256,475603,4432,18371,348399,9212,13558,86063,28220.0,40745.0,69318.0,70795.0,32960.0,15371.0,6210.0,2409.0,1231.0,956.0
14345,7.485685071574642,1956,Btooom!,7.39,"Action, Sci-Fi, Psychological, Seinen",BTOOOM!,BTOOOM!,TV,12,"Oct 4, 2012 to Dec 20, 2012",Fall 2012,"Sotsu, KlockWorx, flying DOG, Showgate",Sentai Filmworks,Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),1942.0,140,678842,3407,20647,510409,11446,18454,117886,28929.0,56702.0,110520.0,110623.0,51531.0,23142.0,10143.0,4371.0,2117.0,1379.0
14467,7.536979490366687,1609,K,7.51,"Action, Mystery, Super Power, Supernatural",K,K,TV,13,"Oct 5, 2012 to Dec 28, 2012",Fall 2012,"Starchild Records, Mainichi Broadcasting System, KlockWorx",VIZ Media,GoHands,Original,24 min. per ep.,PG-13 - Teens 13 or older,1560.0,178,597674,6458,28262,400631,17313,22455,129013,31390.0,46720.0,81776.0,81210.0,37490.0,17497.0,7354.0,2969.0,1524.0,996.0
14513,8.08801817149347,1761,Magi: The Labyrinth of Magic,8.07,"Action, Adventure, Fantasy, Magic, Shounen",Magi:The Labyrinth of Magic,マギ The labyrinth of magic,TV,25,"Oct 7, 2012 to Mar 31, 2013",Fall 2012,"Aniplex, Dentsu, Shogakukan-Shueisha Productions, Mainichi Broadcasting System, Movic, GYAO!",Aniplex of America,A-1 Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older,456.0,110,775824,8319,44633,535193,28001,22598,145399,53029.0,99626.0,145440.0,82735.0,24990.0,9740.0,3216.0,1160.0,480.0,507.0
14713,7.976945244956772,1041,Kamisama Hajimemashita,8.04,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",Kamisama Kiss,神様はじめました,TV,13,"Oct 2, 2012 to Dec 25, 2012",Fall 2012,"TV Tokyo, Dentsu, Sotsu, Pony Canyon, Hakusensha, DAX Production",Funimation,TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,492.0,299,435195,10294,17990,304918,9016,9142,94129,40838.0,47224.0,65422.0,47287.0,17139.0,6713.0,2001.0,698.0,308.0,314.0
14719,8.217961654894047,1982,JoJo no Kimyou na Bouken (TV),8.06,"Action, Adventure, Supernatural, Vampire, Shounen",JoJo's Bizarre Adventure,ジョジョの奇妙な冒険,TV,26,"Oct 6, 2012 to Apr 6, 2013",Fall 2012,"Yomiko Advertising, Warner Bros. Japan, Kamikaze Douga, KlockWorx, Shueisha","VIZ Media, Warner Bros. Pictures",David Production,Manga,24 min. per ep.,R - 17+ (violence & profanity),463.0,74,965386,26522,74784,714621,36732,26316,112933,94399.0,134256.0,184802.0,121763.0,43319.0,16198.0,6663.0,2765.0,1590.0,2528.0
14741,7.831440087944302,2729,Chuunibyou demo Koi ga Shitai!,7.77,"Slice of Life, Comedy, Drama, Romance, School","Love, Chunibyo & Other Delusions!",中二病でも恋がしたい!,TV,12,"Oct 4, 2012 to Dec 20, 2012",Fall 2012,"Lantis, Pony Canyon, TBS, Rakuonsha, Animation Do",Sentai Filmworks,Kyoto Animation,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,878.0,77,955524,17973,38186,691636,21667,23477,180558,57458.0,100161.0,175475.0,138444.0,50732.0,20079.0,6982.0,2575.0,1249.0,1167.0
14749,7.13338997451147,1177,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,7.06,"Comedy, Harem, Romance, School",Oreshura,俺の彼女と幼なじみが修羅場すぎる,TV,13,"Jan 6, 2013 to Mar 31, 2013",Winter 2013,"Aniplex, Magic Capsule, SoftBank Creative",Aniplex of America,A-1 Pictures,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,3407.0,335,399161,1941,18674,269459,8757,12369,89902,11652.0,19566.0,47592.0,67900.0,36092.0,16976.0,6719.0,2789.0,1267.0,902.0
14813,8.074237412715913,2721,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.07,"Slice of Life, Comedy, Drama, Romance, School",My Teen Romantic Comedy SNAFU,やはり俺の青春ラブコメはまちがっている。,TV,13,"Apr 5, 2013 to Jun 28, 2013",Spring 2013,"Geneon Universal Entertainment, TBS, Delfi Sound, Marvelous AQL, Atelier Musa",Sentai Filmworks,Brain's Base,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,458.0,72,971934,29425,40893,726380,16527,13524,174610,78963.0,134774.0,199230.0,113872.0,33982.0,12210.0,4186.0,1493.0,746.0,884.0
14967,7.550061804697157,1618,Boku wa Tomodachi ga Sukunai Next,7.4,"Harem, Slice of Life, Comedy, Romance, School",Haganai:I don't have many friends NEXT,僕は友達が少ない NEXT,TV,12,"Jan 11, 2013 to Mar 29, 2013",Winter 2013,"Media Factory, TBS, Magic Capsule, Bandai Namco Games, Good Smile Company",Funimation,AIC Build,Light novel,24 min. per ep.,R+ - Mild Nudity,1892.0,311,424995,1180,11766,348392,5710,5397,53730,17445.0,35355.0,75093.0,76814.0,33854.0,14287.0,5403.0,2038.0,982.0,670.0
15051,7.503831417624521,1044,Love Live! School Idol Project,7.44,"Music, Slice of Life, School",Love Live! School Idol Project,ラブライブ! School idol project,TV,13,"Jan 6, 2013 to Mar 31, 2013",Winter 2013,"Bandai Visual, Lantis, ASCII Media Works, Bushiroad","NIS America, Inc.",Sunrise,Other,23 min. per ep.,PG-13 - Teens 13 or older,1771.0,379,355325,8076,17298,228525,9435,12473,87594,20305.0,24300.0,45793.0,49392.0,23130.0,11350.0,4448.0,1956.0,1048.0,1228.0
15225,7.3002441008950365,1229,Hentai Ouji to Warawanai Neko.,7.24,"Harem, Comedy, Supernatural, Romance, School","The ""Hentai"" Prince and the Stony Cat.",変態王子と笑わない猫。,TV,12,"Apr 13, 2013 to Jun 29, 2013",Spring 2013,"Frontier Works, Media Factory, FuRyu",Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2599.0,359,371534,1727,16742,257556,9464,12162,75610,12830.0,22875.0,51491.0,61677.0,30259.0,13898.0,5264.0,2087.0,939.0,631.0
15315,7.609738884968243,1417,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,7.56,"Action, Comedy, Fantasy, Supernatural","Problem children are coming from another world, aren't they?",問題児たちが異世界から来るそうですよ?,TV,10,"Jan 12, 2013 to Mar 16, 2013",Winter 2013,"Kadokawa Shoten, Nippon Columbia, flying DOG",Sentai Filmworks,Diomedéa,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1395.0,277,463838,3720,17602,332808,8950,10341,94137,25000.0,39804.0,70903.0,65743.0,28899.0,13154.0,4989.0,2069.0,936.0,641.0
15451,7.555058692006708,1789,High School DxD New,7.54,"Action, Harem, Comedy, Demons, Romance, Ecchi, School",High School DxD New,ハイスクールD×D NEW,TV,12,"Jul 7, 2013 to Sep 22, 2013",Summer 2013,"Genco, AT-X, Fujimi Shobo",Funimation,TNK,Light novel,24 min. per ep.,R+ - Mild Nudity,1459.0,144,668482,4757,19634,585660,7406,9498,46284,62705.0,62177.0,108463.0,108816.0,50832.0,23544.0,10148.0,5017.0,2736.0,2384.0
15583,7.253869969040248,1938,Date A Live,7.22,"Sci-Fi, Harem, Comedy, Romance, Mecha, School",Date A Live,デート・ア・ライブ,TV,12,"Apr 6, 2013 to Jun 22, 2013",Spring 2013,"Kadokawa Shoten, AT-X, Nippon Columbia, Fujimi Shobo",Funimation,AIC PLUS+,Light novel,23 min. per ep.,R - 17+ (violence & profanity),2670.0,123,725237,14111,26962,541505,12802,21904,122064,40889.0,48869.0,95751.0,114645.0,61003.0,31326.0,13951.0,6097.0,2972.0,2068.0
15689,7.966947504860661,1543,Nekomonogatari: Kuro,7.98,"Comedy, Supernatural, Romance, Ecchi",Nekomonogatari Black,猫物語（黒）,TV,4,"Dec 31, 2012",Fall 2012,"Aniplex, Kodansha",Aniplex of America,Shaft,Light novel,24 min. per ep.,R - 17+ (violence & profanity),566.0,317,421717,1102,8773,336635,3465,1793,71051,31543.0,52687.0,94606.0,57047.0,16404.0,5261.0,1630.0,608.0,367.0,554.0
15809,7.868852459016393,2989,Hataraku Maou-sama!,7.83,"Comedy, Demons, Supernatural, Romance, Fantasy",The Devil is a Part-Timer!,はたらく魔王さま!,TV,13,"Apr 4, 2013 to Jun 27, 2013",Spring 2013,"Sotsu, Lantis, Pony Canyon, Magic Capsule, Infinite",Funimation,White Fox,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,776.0,62,1061216,9596,39724,839612,20128,16062,145690,59714.0,129447.0,226116.0,164510.0,53456.0,19310.0,5526.0,1756.0,703.0,663.0
16001,8.043726235741445,1052,Kokoro Connect: Michi Random,8.01,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Kokoro Connect OVA,ココロコネクト ミチランダム,Special,4,"Nov 19, 2012 to Dec 10, 2012",Unknown,"Starchild Records, Enterbrain",Sentai Filmworks,SILVER LINK.,Light novel,27 min. per ep.,PG-13 - Teens 13 or older,531.0,700,209714,837,3515,176453,1753,1154,26839,17764.0,33747.0,45459.0,25864.0,9084.0,3631.0,1599.0,677.0,326.0,293.0
16067,8.164761904761905,1050,Nagi no Asu kara,8.09,"Drama, Fantasy, Romance",A Lull in the Sea,凪のあすから,TV,26,"Oct 3, 2013 to Apr 3, 2014",Fall 2013,"Geneon Universal Entertainment, Sotsu, Animax, Rondo Robe, Showgate, Infinite","NIS America, Inc.",P.A. Works,Original,23 min. per ep.,PG-13 - Teens 13 or older,429.0,269,466251,8952,29336,235756,21168,24038,155953,34676.0,48087.0,55698.0,34976.0,15272.0,7802.0,3753.0,1458.0,767.0,808.0
16498,8.500865884163941,5197,Shingeki no Kyojin,8.48,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",Attack on Titan,進撃の巨人,TV,25,"Apr 7, 2013 to Sep 29, 2013",Spring 2013,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Mad Box, Pony Canyon Enterprise",Funimation,Wit Studio,Manga,24 min. per ep.,R - 17+ (violence & profanity),115.0,2,2531397,129844,140753,2182587,37345,44635,126077,470882.0,514879.0,459113.0,220228.0,70768.0,31141.0,11805.0,4637.0,2707.0,4939.0
16592,7.253280091272105,1753,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.29,"Mystery, Horror, Psychological, School",Danganronpa:The Animation,ダンガンロンパ 希望の学園と絶望の高校生 THE ANIMATION,TV,13,"Jul 5, 2013 to Sep 27, 2013",Summer 2013,"Geneon Universal Entertainment, Studio Hibari, Mainichi Broadcasting System, Showgate",Funimation,Lerche,Game,24 min. per ep.,R - 17+ (violence & profanity),2387.0,137,689579,8226,25858,515794,12054,19032,116841,34303.0,53726.0,98820.0,109005.0,56604.0,27625.0,12719.0,5238.0,2475.0,1653.0
16706,8.202941176470588,1020,Kami nomi zo Shiru Sekai: Megami-hen,8.08,"Harem, Comedy, Supernatural, Romance, Shounen",The World God Only Knows:Goddesses,神のみぞ知るセカイ 女神篇,TV,12,"Jul 9, 2013 to Sep 24, 2013",Summer 2013,"TV Tokyo, Geneon Universal Entertainment, Shogakukan, Imagine",Sentai Filmworks,Manglobe,Manga,24 min. per ep.,PG-13 - Teens 13 or older,445.0,519,274320,1861,8746,212006,4731,4013,44824,22246.0,38802.0,50740.0,30945.0,10597.0,3928.0,1345.0,438.0,197.0,207.0
16742,7.175068119891008,1468,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,7.04,"Slice of Life, Comedy, School","WataMote:No Matter How I Look At It, It's You Guys' Fault I'm Unpopular!",私がモテないのはどう考えてもお前らが悪い!,TV,12,"Jul 9, 2013 to Sep 24, 2013",Summer 2013,"TV Tokyo, Media Factory, MediaNet, AT-X, DAX Production, Sony Music Communications, Bushiroad, Good Smile Company, NichiNare",Sentai Filmworks,SILVER LINK.,Web manga,24 min. per ep.,PG-13 - Teens 13 or older,3514.0,227,510608,4673,28905,320109,21791,38331,101472,19035.0,30286.0,60643.0,74743.0,43341.0,22499.0,12192.0,5325.0,3115.0,2593.0
